,User,Tweet_time,Tweet,Hashtag,Retweet,Favorite,Join_time,Follower,Friend
0,YY_Aben,2022-09-15 02:16:58+00:00,iphone 14 Screen protector https://t.co/K30OFGoCJJ 来自 @YouTube @iPhone_News #iPhone14Plus #iPhone13 #iPhone14Pro #iPhone14FreeConChollometro #iPhone #iPhone13 #iPhone14 #iPhone14Series #iPhone14TH #iPhoneWallpaper,"[{'text': 'iPhone14Plus', 'indices': [76, 89]}, {'text': 'iPhone13', 'indices': [90, 99]}, {'text': 'iPhone14Pro', 'indices': [100, 112]}, {'text': 'iPhone14FreeConChollometro', 'indices': [113, 140]}, {'text': 'iPhone', 'indices': [141, 148]}, {'text': 'iPhone13', 'indices': [149, 158]}, {'text': 'iPhone14', 'indices': [159, 168]}, {'text': 'iPhone14Series', 'indices': [169, 184]}, {'text': 'iPhone14TH', 'indices': [185, 196]}, {'text': 'iPhoneWallpaper', 'indices': [197, 213]}]",0,0,2021-12-02 09:43:48+00:00,2,43
1,CollectorsTips,2022-09-15 02:14:23+00:00,My sweet hubby @garyzface will be taking my photos this weekend on our new #iPhone14Pro 📸 I’m super excited https://t.co/XJK9GRib2C,"[{'text': 'iPhone14Pro', 'indices': [75, 87]}]",0,0,2009-08-04 03:18:21+00:00,791,230
2,georgeavina21,2022-09-15 02:11:40+00:00,"Check out my latest post! Everything you need to know about the new iPhones. #Apple #iPhone14 #iPhone14Pro #iPhone14ProMax

https://t.co/tSG6yvboCp","[{'text': 'Apple', 'indices': [77, 83]}, {'text': 'iPhone14', 'indices': [84, 93]}, {'text': 'iPhone14Pro', 'indices': [94, 106]}, {'text': 'iPhone14ProMax', 'indices': [107, 122]}]",0,0,2009-07-12 12:22:12+00:00,156,263
3,ChronicallyTG,2022-09-15 02:07:37+00:00,iPhone 14 Pro Max - The best camera system yet? https://t.co/ac8awUtDMi via @YouTube #iPhone14 #iPhone14Pro #iPhone14ProMax,"[{'text': 'iPhone14', 'indices': [85, 94]}, {'text': 'iPhone14Pro', 'indices': [95, 107]}, {'text': 'iPhone14ProMax', 'indices': [108, 123]}]",0,0,2020-03-12 14:51:07+00:00,66,147
4,upstractcom,2022-09-15 02:06:05+00:00,Travel photographer Austin Mann puts iPhone 14 Pro’s new 48MP camera to the test #marquesbrownlee #people #iphone14pro #proreviewthiswillbe #apple #marquesbrownleeiphone14reviewagoodupgrade https://t.co/vkB3qW8zkF,"[{'text': 'marquesbrownlee', 'indices': [81, 97]}, {'text': 'people', 'indices': [98, 105]}, {'text': 'iphone14pro', 'indices': [106, 118]}, {'text': 'proreviewthiswillbe', 'indices': [119, 139]}, {'text': 'apple', 'indices': [140, 146]}, {'text': 'marquesbrownleeiphone14reviewagoodupgrade', 'indices': [147, 189]}]",1,0,2014-03-05 15:12:33+00:00,1664,4
5,PrasherManik,2022-09-15 02:03:03+00:00,"iPhone 12, iPhone 13 and iPhone 14 are exactly the same as Agarwal, Agrawal and Aggarwal.

🤣 #iPhone #iPhone14 #iPhone14Pro","[{'text': 'iPhone', 'indices': [93, 100]}, {'text': 'iPhone14', 'indices': [101, 110]}, {'text': 'iPhone14Pro', 'indices': [111, 123]}]",0,0,2021-04-22 11:41:31+00:00,23,562
6,MickLee93,2022-09-15 02:02:08+00:00,"This is the quality content I put in @tiktok_us 

#iPhone14 #iPhone14Pro #ios #ios16 #iphone3gs #iphone #apple https://t.co/kQCXvSFRwf","[{'text': 'iPhone14', 'indices': [50, 59]}, {'text': 'iPhone14Pro', 'indices': [60, 72]}, {'text': 'ios', 'indices': [73, 77]}, {'text': 'ios16', 'indices': [78, 84]}, {'text': 'iphone3gs', 'indices': [85, 95]}, {'text': 'iphone', 'indices': [96, 103]}, {'text': 'apple', 'indices': [104, 110]}]",0,0,2010-11-29 02:27:28+00:00,69,134
7,aine_vo,2022-09-15 02:01:50+00:00,"How To Create iPhone 14 Pro Mockup With Dynamic Island

Visit this article for more details:
https://t.co/D0GgeJdWCI

#iPhone14Pro #mockupiphone14 #uimega #uxui #dynamicisland https://t.co/2Ivou8s9Mj","[{'text': 'iPhone14Pro', 'indices': [118, 130]}, {'text': 'mockupiphone14', 'indices': [131, 146]}, {'text': 'uimega', 'indices': [147, 154]}, {'text': 'uxui', 'indices': [155, 160]}, {'text': 'dynamicisland', 'indices': [161, 175]}]",0,1,2021-11-03 13:40:59+00:00,112,348
8,HiroshiKoba2,2022-09-15 01:55:30+00:00,"Apple's New iPhone 14 Pro Actual Device Review: Why the Pro is still ""the one to buy this year
#iPhone14Pro #Apple #iPhone14 
https://t.co/9xwcxNCVOh","[{'text': 'iPhone14Pro', 'indices': [95, 107]}, {'text': 'Apple', 'indices': [108, 114]}, {'text': 'iPhone14', 'indices': [115, 124]}]",0,0,2014-04-25 17:50:33+00:00,7995,8760
9,rahulpuri,2022-09-15 01:54:25+00:00,I can see @Apple's take on the Always On Display being very polarising. #iPhone14Pro,"[{'text': 'iPhone14Pro', 'indices': [72, 84]}]",0,0,2008-04-13 05:38:13+00:00,4440,550
10,iRepair_Gadgets,2022-09-15 01:53:06+00:00,#iPhone14Pro Introducing https://t.co/aWyRQM9IeE,"[{'text': 'iPhone14Pro', 'indices': [0, 12]}]",0,0,2013-02-09 16:00:01+00:00,184,193
11,tansaftech,2022-09-15 01:49:56+00:00,iPhone 14 Pro Max - All Color First Hands On Look https://t.co/Vc4isGfAbc via @YouTube #Apple #iOS16 #ios #iPhone14ProMax #iphone14pro,"[{'text': 'Apple', 'indices': [87, 93]}, {'text': 'iOS16', 'indices': [94, 100]}, {'text': 'ios', 'indices': [101, 105]}, {'text': 'iPhone14ProMax', 'indices': [106, 121]}, {'text': 'iphone14pro', 'indices': [122, 134]}]",0,0,2019-06-28 16:04:14+00:00,6,191
12,sgmobmart,2022-09-15 01:48:08+00:00,"sell/buy/repair iPhones best price SG @ https://t.co/TuXIikTiLC

#sgBuyBack #sgFoneFix #sgiPad #iPhone14 #iPhone14plus #iPhone14Pro #iPhone14ProMax #mobileio #cryptomobile #mobilemart #mobilefix #mobileDAO https://t.co/WSUj2WThbm","[{'text': 'sgBuyBack', 'indices': [65, 75]}, {'text': 'sgFoneFix', 'indices': [76, 86]}, {'text': 'sgiPad', 'indices': [87, 94]}, {'text': 'iPhone14', 'indices': [95, 104]}, {'text': 'iPhone14plus', 'indices': [105, 118]}, {'text': 'iPhone14Pro', 'indices': [119, 131]}, {'text': 'iPhone14ProMax', 'indices': [132, 147]}, {'text': 'mobileio', 'indices': [148, 157]}, {'text': 'cryptomobile', 'indices': [158, 171]}, {'text': 'mobilemart', 'indices': [172, 183]}, {'text': 'mobilefix', 'indices': [184, 194]}, {'text': 'mobileDAO', 'indices': [195, 205]}]",0,0,2009-05-20 03:28:52+00:00,38,0
13,Mr_Kanagaraj_m,2022-09-15 01:43:10+00:00,@WS_MobileTrans yes i want #Wondershare #mobiletrans #iPhone14Pro #iPhone14Series #mobiletransfriday,"[{'text': 'Wondershare', 'indices': [27, 39]}, {'text': 'mobiletrans', 'indices': [40, 52]}, {'text': 'iPhone14Pro', 'indices': [53, 65]}, {'text': 'iPhone14Series', 'indices': [66, 81]}, {'text': 'mobiletransfriday', 'indices': [82, 100]}]",0,0,2022-08-04 06:55:15+00:00,1,5
14,FavoriteTechX,2022-09-15 01:30:06+00:00,"iOS 16.1 bring Battery % on 12 mini 🤩

https://t.co/RzXC2zxIbj

#apple #iOS16 #iphone14 #iphone14pro #Airpods #iOS16beta #macOS13 #watchOS9 #watchOSbeta #iPadPro #M2 #iphone #iOS #M1X #MacBooks #iPhoneSE #AppleWatch #iPhone14Max #iPodtouch #iPadOS16 #ipados16beta https://t.co/6GxvkNHiUP","[{'text': 'apple', 'indices': [64, 70]}, {'text': 'iOS16', 'indices': [71, 77]}, {'text': 'iphone14', 'indices': [78, 87]}, {'text': 'iphone14pro', 'indices': [88, 100]}, {'text': 'Airpods', 'indices': [101, 109]}, {'text': 'iOS16beta', 'indices': [110, 120]}, {'text': 'macOS13', 'indices': [121, 129]}, {'text': 'watchOS9', 'indices': [130, 139]}, {'text': 'watchOSbeta', 'indices': [140, 152]}, {'text': 'iPadPro', 'indices': [153, 161]}, {'text': 'M2', 'indices': [162, 165]}, {'text': 'iphone', 'indices': [166, 173]}, {'text': 'iOS', 'indices': [174, 178]}, {'text': 'M1X', 'indices': [179, 183]}, {'text': 'MacBooks', 'indices': [184, 193]}, {'text': 'iPhoneSE', 'indices': [194, 203]}, {'text': 'AppleWatch', 'indices': [204, 215]}, {'text': 'iPhone14Max', 'indices': [216, 228]}, {'text': 'iPodtouch', 'indices': [229, 239]}, {'text': 'iPadOS16', 'indices': [240, 249]}, {'text': 'ipados16beta', 'indices': [250, 263]}]",0,0,2020-04-05 13:02:04+00:00,289,600
15,sgmobmart,2022-09-15 01:27:45+00:00,"sell/buy/repair iPhones best price SG @ https://t.co/TuXIikTiLC

#sgBuyBack #sgFoneFix #sgiPad #iPhone14 #iPhone14plus #iPhone14Pro #iPhone14ProMax #mobileio #cryptomobile #mobilemart #mobilefix #mobileDAO https://t.co/03xrbh50l4","[{'text': 'sgBuyBack', 'indices': [65, 75]}, {'text': 'sgFoneFix', 'indices': [76, 86]}, {'text': 'sgiPad', 'indices': [87, 94]}, {'text': 'iPhone14', 'indices': [95, 104]}, {'text': 'iPhone14plus', 'indices': [105, 118]}, {'text': 'iPhone14Pro', 'indices': [119, 131]}, {'text': 'iPhone14ProMax', 'indices': [132, 147]}, {'text': 'mobileio', 'indices': [148, 157]}, {'text': 'cryptomobile', 'indices': [158, 171]}, {'text': 'mobilemart', 'indices': [172, 183]}, {'text': 'mobilefix', 'indices': [184, 194]}, {'text': 'mobileDAO', 'indices': [195, 205]}]",0,0,2009-05-20 03:28:52+00:00,38,0
16,hansgunawanr,2022-09-15 01:18:11+00:00,"What’s the most loved new feature in #iPhone14, #iPhone14Pro and #iPhone14ProMax? #Apple #iPhone #tech","[{'text': 'iPhone14', 'indices': [37, 46]}, {'text': 'iPhone14Pro', 'indices': [48, 60]}, {'text': 'iPhone14ProMax', 'indices': [65, 80]}, {'text': 'Apple', 'indices': [82, 88]}, {'text': 'iPhone', 'indices': [89, 96]}, {'text': 'tech', 'indices': [97, 102]}]",1,1,2021-08-15 23:57:11+00:00,4,46
17,Tru_Racer_YTTec,2022-09-15 01:16:57+00:00,https://t.co/KtT3JWuMc8 video is up find out my #Top5Reasons why I'll Never Get A #IPHONE #iPhone13 #iPhone14ProMax #iPhone14Pro etc I'm perfectly happy with my #Samsung #SamsungGalaxyS22Ultra,"[{'text': 'Top5Reasons', 'indices': [48, 60]}, {'text': 'IPHONE', 'indices': [82, 89]}, {'text': 'iPhone13', 'indices': [90, 99]}, {'text': 'iPhone14ProMax', 'indices': [100, 115]}, {'text': 'iPhone14Pro', 'indices': [116, 128]}, {'text': 'Samsung', 'indices': [161, 169]}, {'text': 'SamsungGalaxyS22Ultra', 'indices': [170, 192]}]",0,0,2015-09-27 05:39:00+00:00,3241,4530
18,Adrian_Tristan,2022-09-15 01:08:18+00:00,The #dynamicisland on the new #apple #iPhone14Pro is the equivalent of black folks’ approach to chitterlings. Take something horrible and make it likable.,"[{'text': 'dynamicisland', 'indices': [4, 18]}, {'text': 'apple', 'indices': [30, 36]}, {'text': 'iPhone14Pro', 'indices': [37, 49]}]",0,0,2012-06-23 16:15:10+00:00,113,627
19,dirhamabad,2022-09-15 01:01:34+00:00,"#iphone14 family
#iPhone14Pro #iPhone14ProMax 
 #usbc #esim https://t.co/ubOq3hdAfP","[{'text': 'iphone14', 'indices': [0, 9]}, {'text': 'iPhone14Pro', 'indices': [17, 29]}, {'text': 'iPhone14ProMax', 'indices': [30, 45]}, {'text': 'usbc', 'indices': [48, 53]}, {'text': 'esim', 'indices': [54, 59]}]",0,0,2009-12-11 06:57:58+00:00,179,523
20,thetroseshow,2022-09-15 01:00:41+00:00,"Maybe in #iOS16 updates or #iOS17 we can get apple to allow more apps on the iPhone dock? 4 I feel we can get up to 6 yeah?? 

#iPhone14Pro #iPhone14ProMax #iphone15 #ios #softwaredevelopment https://t.co/0s9L6z5HP2","[{'text': 'iOS16', 'indices': [9, 15]}, {'text': 'iOS17', 'indices': [27, 33]}, {'text': 'iPhone14Pro', 'indices': [127, 139]}, {'text': 'iPhone14ProMax', 'indices': [140, 155]}, {'text': 'iphone15', 'indices': [156, 165]}, {'text': 'ios', 'indices': [166, 170]}, {'text': 'softwaredevelopment', 'indices': [171, 191]}]",0,0,2009-09-09 23:00:41+00:00,614,4986
21,HODL_XPR,2022-09-15 00:56:59+00:00,"Should I get the new #iPhone14Pro in the new color? 

Y’know, that @ProtonXPR purple? 

Hey @TheWillCleaver, nothing would slap harder than a purple iPhone showing the power of #WebAuth

$XPR ⚛️ $METAL 🦾","[{'text': 'iPhone14Pro', 'indices': [21, 33]}, {'text': 'WebAuth', 'indices': [177, 185]}]",1,6,2021-08-29 15:32:04+00:00,1885,417
22,christyxcore,2022-09-15 00:52:22+00:00,Deep Purple iPhone 14 Pro Max and Space Black iPhone 14 Pro. Got questions? Let me know and I’ll answer them for you! #iphone14pro #iphone14promax #apple #iphone14 https://t.co/d5Y5y8YRd8,"[{'text': 'iphone14pro', 'indices': [118, 130]}, {'text': 'iphone14promax', 'indices': [131, 146]}, {'text': 'apple', 'indices': [147, 153]}, {'text': 'iphone14', 'indices': [154, 163]}]",0,0,2007-04-30 04:14:54+00:00,5565,1051
23,ACinPhilly,2022-09-15 00:48:50+00:00,"iPhone 14 Pro -Massive 48MP ProRAW photos. (File size can range from 70-120MB per shot.) For something on the go, it's impressive, it just will never replace my trusty DSLR. Issue with shooting in RAW, it will drain battery fast!

#iPhone14Pro #iPhone #Apple #PrpRAW #photography https://t.co/1pnHwNhqrT","[{'text': 'iPhone14Pro', 'indices': [231, 243]}, {'text': 'iPhone', 'indices': [244, 251]}, {'text': 'Apple', 'indices': [252, 258]}, {'text': 'PrpRAW', 'indices': [259, 266]}, {'text': 'photography', 'indices': [267, 279]}]",0,0,2013-12-17 09:11:04+00:00,452,1176
24,GsxIcloudlock,2022-09-15 00:38:05+00:00,DM us for your iPhone 14 #iphone14 #iphone14pro https://t.co/E1oJFsWI7D,"[{'text': 'iphone14', 'indices': [25, 34]}, {'text': 'iphone14pro', 'indices': [35, 47]}]",0,0,2015-01-31 10:06:46+00:00,1243,20
25,Activationunloc,2022-09-15 00:34:56+00:00,#iPhone14 #iPhone14Pro DM us for more info… https://t.co/C6sqJEJa4F,"[{'text': 'iPhone14', 'indices': [0, 9]}, {'text': 'iPhone14Pro', 'indices': [10, 22]}]",1,2,2020-03-24 16:38:41+00:00,2018,6
26,FacelessTechie,2022-09-15 00:30:44+00:00,"Dynamic Island is quickly turning into front camera Smudge Island…
#iPhone14Pro","[{'text': 'iPhone14Pro', 'indices': [67, 79]}]",0,0,2017-11-12 22:44:01+00:00,62,282
27,samweli__,2022-09-15 00:30:06+00:00,"I actually think the ""Dynamic Island"" feature on the iPhone 14 Pro series is pretty creative. 

Stupid name. But an interesting solution to the notch problem.

#iPhone14Pro","[{'text': 'iPhone14Pro', 'indices': [160, 172]}]",0,0,2012-03-20 22:01:17+00:00,560,801
28,KchanSIE,2022-09-15 00:29:21+00:00,"I can’t lie, dynamic island is a pretty cool feature of #iPhone14Pro","[{'text': 'iPhone14Pro', 'indices': [56, 68]}]",0,1,2010-09-21 02:58:19+00:00,1442,1213
29,Goospery_US,2022-09-15 00:29:02+00:00,"Please tell me it's enough - GOOSPERY Mansoor wallet case for iPhone 14 Pro Max (including other iPhone 14 series)
9 Cards + Cash and receipts 

https://t.co/oKoZXmLjWM 

#iphone14pro #iphone14procase #14procase #goosperycase #14phonecase #appleiphonecase #walletcase https://t.co/vKz3qmHKqc","[{'text': 'iphone14pro', 'indices': [171, 183]}, {'text': 'iphone14procase', 'indices': [184, 200]}, {'text': '14procase', 'indices': [201, 211]}, {'text': 'goosperycase', 'indices': [212, 225]}, {'text': '14phonecase', 'indices': [226, 238]}, {'text': 'appleiphonecase', 'indices': [239, 255]}, {'text': 'walletcase', 'indices': [256, 267]}]",0,0,2022-01-04 00:15:59+00:00,15,6
30,xxhmzhhoodxs,2022-09-15 00:27:06+00:00,This happens only during iPhone Pre-order. Can’t wait for our iPhones! #iPhone14 #iPhone14Pro https://t.co/cpVh86T0Tb,"[{'text': 'iPhone14', 'indices': [71, 80]}, {'text': 'iPhone14Pro', 'indices': [81, 93]}]",0,0,2010-07-27 05:36:52+00:00,421,617
31,Goospery_US,2022-09-15 00:15:01+00:00,"Always keep your cards and iPhone 14 Pro 

#iphone14pro #DynamicIsland #phonecase #AppleEvent 

Navy - https://t.co/fFyJtE7DLY 
Pink - https://t.co/BkESBwKyRW 
Mint - https://t.co/NOKmL6sjfV 
Purple - https://t.co/XQ4SwHPpiE https://t.co/CVcvtp6DqF","[{'text': 'iphone14pro', 'indices': [43, 55]}, {'text': 'DynamicIsland', 'indices': [56, 70]}, {'text': 'phonecase', 'indices': [71, 81]}, {'text': 'AppleEvent', 'indices': [82, 93]}]",0,0,2022-01-04 00:15:59+00:00,15,6
32,dnystedt,2022-09-15 00:14:40+00:00,"Rumor: Apple has ordered 20 million more iPhone 14 Pros, a 22% boost in output, due to strong demand, media report, a boon to suppliers: Foxconn (assembly); Tens of thousands of wafers from TSMC; at least 60 million lenses. $AAPL $TSM #iPhone14Pro https://t.co/UHPvH4pQcL","[{'text': 'iPhone14Pro', 'indices': [235, 247]}]",7,11,2009-06-08 02:42:10+00:00,5042,988
33,ThisIsSinatra,2022-09-15 00:12:44+00:00,Also midnight apple phone cases…no black…cover black with midnight…no 😑 #iPhone14Pro https://t.co/uBEA3u53jV,"[{'text': 'iPhone14Pro', 'indices': [72, 84]}]",0,0,2009-06-01 02:23:20+00:00,359,1152
34,ThisIsSinatra,2022-09-15 00:02:32+00:00,That #iPhone14Pro camera bump + the case looks wild sheesh 🫤…they gave me black tho 🤷🏽‍♂️,"[{'text': 'iPhone14Pro', 'indices': [5, 17]}]",0,1,2009-06-01 02:23:20+00:00,359,1152
35,praeritjain,2022-09-15 00:00:05+00:00,"@Mrwhosetheboss your video was only one that even remotely mentioned the flash of iPhone 14 Pro
#iPhone14Pro @MKBHD @ijustine @briantong","[{'text': 'iPhone14Pro', 'indices': [96, 108]}]",0,0,2011-01-24 03:10:22+00:00,94,311
36,MsMarieDotCom,2022-09-14 23:55:31+00:00,"This is what I’m excited about today: 

#iPhone14Pro On Us + Apple Business Essentials + America’s largest #5G network = the ultimate business trifecta.

Pre-order today.

https://t.co/BHhaBMONvl https://t.co/sZnL05LxIq","[{'text': 'iPhone14Pro', 'indices': [40, 52]}, {'text': '5G', 'indices': [107, 110]}]",0,0,2016-10-22 15:29:02+00:00,8093,4089
37,midwestmoviesus,2022-09-14 23:44:16+00:00,"#iPhone14Pro reviews are out, and you can do pre orders starting today https://t.co/RA9Xs9Xzol","[{'text': 'iPhone14Pro', 'indices': [0, 12]}]",0,1,2011-03-20 00:25:34+00:00,24514,44
38,Cruyffaz,2022-09-14 23:42:53+00:00,Is it worth it to upgrade iPhone 11 Pro to a iPhone 14 pro ? I’ve been using 11 pro since 2020 #apple #iPhone14Pro,"[{'text': 'apple', 'indices': [95, 101]}, {'text': 'iPhone14Pro', 'indices': [102, 114]}]",0,0,2017-07-10 20:05:51+00:00,7,114
39,biztocnews,2022-09-14 23:36:03+00:00,Want An iPhone 14 Pro For Christmas? Consider Ordering Now Since Availability Is Limited Already #applewatch #iphone14pro #fintwit https://t.co/V4zqeRXSc7,"[{'text': 'applewatch', 'indices': [97, 108]}, {'text': 'iphone14pro', 'indices': [109, 121]}, {'text': 'fintwit', 'indices': [122, 130]}]",0,0,2009-11-01 13:19:56+00:00,109,2
40,Goospery_US,2022-09-14 23:36:02+00:00,"Have your wallet with your phone!
Launching Promotion Available!

https://t.co/jLFTKCcjrC 

#iphone14pro #iphone14procase #14procase #goosperycase #14phonecase #appleiphonecase https://t.co/TabwNBLDDV","[{'text': 'iphone14pro', 'indices': [92, 104]}, {'text': 'iphone14procase', 'indices': [105, 121]}, {'text': '14procase', 'indices': [122, 132]}, {'text': 'goosperycase', 'indices': [133, 146]}, {'text': '14phonecase', 'indices': [147, 159]}, {'text': 'appleiphonecase', 'indices': [160, 176]}]",0,0,2022-01-04 00:15:59+00:00,15,6
41,prashantdevgun,2022-09-14 23:35:23+00:00,@AppleSupport What’s this behaviour @Apple @tim_cook where’s quality? #iPhone14 #iPhone14Pro #iPhone13Pro https://t.co/g2BVi7Ayc9,"[{'text': 'iPhone14', 'indices': [70, 79]}, {'text': 'iPhone14Pro', 'indices': [80, 92]}, {'text': 'iPhone13Pro', 'indices': [93, 105]}]",0,0,2014-06-08 12:23:07+00:00,1,38
42,scottjscobie,2022-09-14 23:34:51+00:00,#iPhone14Pro cannot wait!!! https://t.co/Lzx9NQCnyO,"[{'text': 'iPhone14Pro', 'indices': [0, 12]}]",0,1,2011-09-27 12:54:33+00:00,283,1882
43,MParekh,2022-09-14 23:31:03+00:00,"Easy rationalization: “With the iPhone 14, Apple found new ways to justify the $200 step up to a Pro model, writes @JoannaStern, with big cameras, always-on displays and a ‘dynamic island’” $AAPL #iPhone14Pro #Tech #Reviews  https://t.co/nPTl4Qzj8I","[{'text': 'iPhone14Pro', 'indices': [196, 208]}, {'text': 'Tech', 'indices': [209, 214]}, {'text': 'Reviews', 'indices': [215, 223]}]",0,0,2006-07-16 16:44:08+00:00,15976,14953
44,prashantdevgun,2022-09-14 23:26:09+00:00,@SquirrellyJohn4 @Apple Don’t go for iphone. iOs has glitches @AppleSupport #iPhone14Pro #iphone13pro https://t.co/tDd6xu67mR,"[{'text': 'iPhone14Pro', 'indices': [76, 88]}, {'text': 'iphone13pro', 'indices': [89, 101]}]",0,0,2014-06-08 12:23:07+00:00,1,38
45,Dave_Sandford,2022-09-14 23:15:35+00:00,"Today I was invited to a briefing with Apple &amp; got to do a little apple picking of my own! #iPhone14Pro - Firstly, blown away by what this is capable of, second.. beyond excited to start shooting with it! @Apple https://t.co/TtO3JJeKkU","[{'text': 'iPhone14Pro', 'indices': [95, 107]}]",0,6,2011-02-19 07:49:28+00:00,8057,1125
46,mashtips,2022-09-14 23:15:11+00:00,14 Best iPhone 14 Pro and 14 Pro Max Cases to Safeguard Your iPhone from Dents and Scratches #iPhone #iPhone14 #iPhone14Pro #iPhone14ProMax #ProMax #14Pro #14ProMax #iPhone14ProCases https://t.co/beZJLpS9gT,"[{'text': 'iPhone', 'indices': [93, 100]}, {'text': 'iPhone14', 'indices': [101, 110]}, {'text': 'iPhone14Pro', 'indices': [111, 123]}, {'text': 'iPhone14ProMax', 'indices': [124, 139]}, {'text': 'ProMax', 'indices': [140, 147]}, {'text': '14Pro', 'indices': [148, 154]}, {'text': '14ProMax', 'indices': [155, 164]}, {'text': 'iPhone14ProCases', 'indices': [165, 182]}]",0,0,2010-05-19 03:25:16+00:00,3253,445
47,Goospery_US,2022-09-14 23:13:02+00:00,"Always keep your cards and iPhone 14 Pro 

#iphone14pro #DynamicIsland #phonecase #AppleEvent 

Navy - https://t.co/fFyJtE75Wq 
Pink - https://t.co/BkESBwK12o 
Mint - https://t.co/NOKmL6rLqn 
Purple - https://t.co/XQ4SwHORt6 https://t.co/B7gmCvGesQ","[{'text': 'iphone14pro', 'indices': [43, 55]}, {'text': 'DynamicIsland', 'indices': [56, 70]}, {'text': 'phonecase', 'indices': [71, 81]}, {'text': 'AppleEvent', 'indices': [82, 93]}]",0,0,2022-01-04 00:15:59+00:00,15,6
48,Goospery_US,2022-09-14 23:05:02+00:00,"Have your wallet with your phone!
Launching Promotion Available!

https://t.co/jLFTKCcRha 

#iphone14pro #iphone14procase #14procase #goosperycase #14phonecase #appleiphonecase https://t.co/RfpbzPca0J","[{'text': 'iphone14pro', 'indices': [92, 104]}, {'text': 'iphone14procase', 'indices': [105, 121]}, {'text': '14procase', 'indices': [122, 132]}, {'text': 'goosperycase', 'indices': [133, 146]}, {'text': '14phonecase', 'indices': [147, 159]}, {'text': 'appleiphonecase', 'indices': [160, 176]}]",0,0,2022-01-04 00:15:59+00:00,15,6
49,chris_griffith,2022-09-14 22:58:57+00:00,"My hands on review of the new iPhone 14, 14 Pro &amp; 14 Pro Max smartphones. There are hidden bargains to be had. I took the phones to shoot at one of Sydney's Alice in Wonderland displays. Story link: https://t.co/r1f3omI2Vh #iPhone13 #iPhone14Pro #iPhone14Pro Max
@australian https://t.co/QyFPde10cO","[{'text': 'iPhone13', 'indices': [227, 236]}, {'text': 'iPhone14Pro', 'indices': [237, 249]}, {'text': 'iPhone14Pro', 'indices': [250, 262]}]",1,1,2008-05-18 13:19:04+00:00,15077,8073
50,Charles_R23,2022-09-14 22:54:01+00:00,This man @Mrwhosetheboss called the S22 Ultra camera a toy I can’t lie I’m dying 🤣🤣🤣🤣🤣🤣 like he’s out of line but he’s not wrong. #SamsungGalaxy #iPhone14Pro,"[{'text': 'SamsungGalaxy', 'indices': [130, 144]}, {'text': 'iPhone14Pro', 'indices': [145, 157]}]",0,0,2017-01-27 21:39:53+00:00,364,1643
51,shotsapphq,2022-09-14 22:51:42+00:00,"#iPhone14Pro Mockups Now Live ⚡️

Start creating on https://t.co/9waJJE9P3d https://t.co/aYBONbAiTl","[{'text': 'iPhone14Pro', 'indices': [0, 12]}]",0,7,2022-03-13 02:30:15+00:00,360,2
52,SkythedutchieO,2022-09-14 22:50:36+00:00,"Daily cats day 13!!

FLOPPAAA

Follows, Likes + retweets appreciated!! I’m tryna grow&lt;33

Reminder that you can dm me your cat to be posted!!

#cat #kitten #cute #DisneyPlusDay #iPhone14Pro #NCTDREAM #PAKvAFG #방탄소년단 #BBNaija #daily #viral #repost #like #mcyt #ador https://t.co/m2v26sjgB6","[{'text': 'cat', 'indices': [146, 150]}, {'text': 'kitten', 'indices': [151, 158]}, {'text': 'cute', 'indices': [159, 164]}, {'text': 'DisneyPlusDay', 'indices': [165, 179]}, {'text': 'iPhone14Pro', 'indices': [180, 192]}, {'text': 'NCTDREAM', 'indices': [193, 202]}, {'text': 'PAKvAFG', 'indices': [203, 211]}, {'text': '방탄소년단', 'indices': [212, 218]}, {'text': 'BBNaija', 'indices': [219, 227]}, {'text': 'daily', 'indices': [228, 234]}, {'text': 'viral', 'indices': [235, 241]}, {'text': 'repost', 'indices': [242, 249]}, {'text': 'like', 'indices': [250, 255]}, {'text': 'mcyt', 'indices': [256, 261]}, {'text': 'ador', 'indices': [262, 267]}]",0,0,2021-05-21 19:42:18+00:00,28,179
53,appleinsider,2022-09-14 22:45:02+00:00,"As is tradition, travel photographer Austin Mann has provided a first look at what the iPhone 14 Pro can do in the hands of a skilled photographer. 

#iPhone14pro https://t.co/eZ0JgMhvLv https://t.co/mWt1pONPct","[{'text': 'iPhone14pro', 'indices': [150, 162]}]",6,28,2009-02-10 20:27:09+00:00,636308,60
54,GersonPlayzYT,2022-09-14 22:44:49+00:00,"Is it just me or the first words of the trailer are uh.. y’know
https://t.co/prVIpyefTC
#Apple #AppleEvent #iPhone14 #iPhone14Pro #iPhone14ProMax #iPhoneWallpaper #iPhone13","[{'text': 'Apple', 'indices': [88, 94]}, {'text': 'AppleEvent', 'indices': [95, 106]}, {'text': 'iPhone14', 'indices': [107, 116]}, {'text': 'iPhone14Pro', 'indices': [117, 129]}, {'text': 'iPhone14ProMax', 'indices': [130, 145]}, {'text': 'iPhoneWallpaper', 'indices': [146, 162]}, {'text': 'iPhone13', 'indices': [163, 172]}]",0,1,2020-10-31 18:13:49+00:00,166,558
